Authors,Title,Reject,Year,Source,Publisher,ArticleURL
"R Hamza, D Minh-Son",Research on privacy-preserving techniques in the era of the 5G applications,1,2022,Virtual Reality & Intelligent Hardware,Elsevier,https://www.sciencedirect.com/science/article/pii/S2096579622000237
"C Li, W Xing",Revealing factors influencing students' perceived fairness: A case with a predictive system for math learning,1,2022,Proceedings of the Ninth ACM Conference on Learning …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3491140.3528293
C Campbell,The three paradigms of Artificial intelligence in secondary school education,1,2022,Computers and Education: Artificial Intelligence,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4060193
"J Tzi-Dong Ng, Z Wang, X Hu",Needs Analysis and Prototype Evaluation of Student-facing LA Dashboard for Virtual Reality Content Creation,1,2022,… : 12th International Learning Analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3506860.3506880
"J Goodell, J Kolodner","Learning Engineering Toolkit: Evidence-Based Practices from the Learning Sciences, Instructional Design, and Beyond",1,2022,,books.google.com,https://books.google.com/books?hl=en&lr=&id=jDR2EAAAQBAJ&oi=fnd&pg=PT10&dq=%22learning+analytics%22+%22human+centered%22&ots=cXMB1lhjQi&sig=BYEdr3ZgeVo5EKR95IJGmhn6fQs
"TJ NGOON, P PATIDAR, AMY OGAN, C HARRISON, ...","Professional Informatics: Personalized, Data-Driven Professional Development",1,2022,,tngoon.github.io,https://tngoon.github.io/docs/abstracts/Ngoon_etal_2022_PIAI_CHI.pdf
"B Heinemann, S Görzen, U Schroeder, ...",RePiX VR-Learning environment for the Rendering Pipeline in Virtual Reality,1,2022,Euro-graphics 2022 …,diglib.eg.org,https://diglib.eg.org/bitstream/handle/10.2312/eged20221040/009-016.pdf?sequence=1&isAllowed=y
"W L. Leite, S Roy, N Chakraborty, G Michailidis, ...",A novel video recommendation system for algebra: An effectiveness evaluation study,1,2022,… Learning Analytics and …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3506860.3506906
"B Heinemann, S Görzen, ...",Systematic Design for Effective Learning in Virtual Reality,1,2022,… Conference on Advanced …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9853779/
"E Vinker, A Rubinstein",Mining Code Submissions to Elucidate Disengagement in a Computer Science MOOC,1,2022,LAK22: 12th International Learning Analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3506860.3506877
"R Malviya, G Ghinea, RK Dhanaraj, B Balusamy, ...",Deep Learning for Targeted Treatments: Transformation in Healthcare,1,2022,,books.google.com,https://books.google.com/books?hl=en&lr=&id=uvOKEAAAQBAJ&oi=fnd&pg=PP1&dq=%22learning+analytics%22+%22human+centered%22&ots=ezAN1wPjOk&sig=lVXb6GwRKFHI20TvVx0GG2DtRLg
"C Li, W Xing, W Leite",Using fair AI to predict students' math learning outcomes in an online platform,1,2022,Interactive Learning Environments,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/10494820.2022.2115076
"S Rüdian, M Dittmeyer, N Pinkwart",Challenges of using auto-correction tools for language learning,1,2022,… International Learning Analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3506860.3506867
"H Nguyen, W Young",Knowledge Construction and Uncertainty in Real World Argumentation: A Text Analysis Approach,1,2022,LAK22: 12th International Learning Analytics and …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3506860.3506864
"S Sabnis, R Yu, RF Kizilcec",Large-Scale Student Data Reveal Sociodemographic Gaps in Procrastination Behavior,1,2022,Proceedings of the Ninth ACM Conference …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3491140.3528285
QM Li,A Study on Mobile Resources for Language Education of Preschool Children Based on Wireless Network Technology in Artificial Intelligence Context,1,2022,Computational and Mathematical Methods in Medicine,hindawi.com,https://www.hindawi.com/journals/cmmm/2022/6206394/
"X Chen, D Zou, H Xie, G Chen, J Lin, ...","Exploring contributors, collaborations, and research topics in educational technology: A joint analysis of mainstream conferences",1,2022,Education and Information …,Springer,https://link.springer.com/article/10.1007/s10639-022-11209-y
"W Gan, MS Dao, K Zettsu, Y Sun","IoT-based Multimodal Analysis for Smart Education: Current Status, Challenges and Opportunities",1,2022,… of the 3rd ACM Workshop on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3512731.3534208
"X Dai, Z Xiao, H Jiang, M Alazab, ...",Task Offloading for Cloud-Assisted Fog Computing With Dynamic Service Caching in Enterprise Management Systems,1,2022,IEEE Transactions …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9808348/
"J Gadad, M Vijayalakshmi",AI IN DEVELOPING THE METACOGNITIVE SKILLS IN ENGINEERING EDUCATION-A LITERATURE REVIEW,1,2022,EDULEARN22 Proceedings,library.iated.org,https://library.iated.org/view/GADAD2022AII
"M Schmidt, AA Tawfik",Activity Theory as a Lens for Developing and Applying Personas and Scenarios in Learning Experience Design,1,2022,The Journal of Applied Instructional …,edtechbooks.org,https://edtechbooks.org/jaid_11_1/activity_theory_as_a
N Hurtig,Interactive Network Visualization of Learning Progressions,1,2022,Proceedings of the 53rd ACM Technical Symposium on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3478432.3499211
"W Holmes, K Porayska-Pomsta, K Holstein, ...",Ethics of AI in education: Towards a community-wide framework,1,2022,International Journal of …,Springer,https://link.springer.com/article/10.1007/s40593-021-00239-1
"B Lund, T Wang",What Does Information Science Offer for Data Science Research?: A Review of Data and Information Ethics Literature,1,2022,Journal of Data and Information Science,sciendo.com,https://sciendo.com/article/10.2478/jdis-2022-0018
"I Pedersen, A Duin","AI Agents, Humans and Untangling the Marketing of Artificial Intelligence in Learning Environments",1,2022,Proceedings of the 55th …,scholarspace.manoa.hawaii.edu,https://scholarspace.manoa.hawaii.edu/handle/10125/79332
"M Macak, R Oslejsek, B Buhnova",Process Mining Analysis of Puzzle-Based Cybersecurity Training,1,2022,arXiv preprint arXiv:2203.15425,arxiv.org,https://arxiv.org/abs/2203.15425
"A Ezzaim, F Kharroubi, A Dahbi, A Aqqal, ...",Artificial intelligence in education-State of the art,1,2022,International Journal of …,ijceds.com,http://www.ijceds.com/ijceds/article/view/37
"N Hurtig, J Hollingsworth, S Blankenship, ...",Network Visualization and Assessment of Student Reasoning About Conditionals,1,2022,Proceedings of the 27th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3502718.3524793
"S Cano, Y Mendez, J Arango, ...",Student eXperience (SX) concept,1,2022,2022 17th Iberian …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9820464/
"A Ullrich, G Vladova, F Eigelshoven, A Renz",Data mining of scientific research on artificial intelligence in teaching and administration in higher education institutions: a bibliometrics analysis and …,1,2022,Discover Artificial …,Springer,https://link.springer.com/article/10.1007/s44163-022-00031-7
J Mao,A Reflection on Online Teaching and Learning Through the Pandemic: Revisiting Creativity,1,2022,Global Perspectives on Educational Innovations for …,library.oapen.org,https://library.oapen.org/bitstream/handle/20.500.12657/57916/1/978-3-030-99634-5.pdf#page=184
"S Svetsky, O Moravcik, D Mikulowski, ...","EXPERIENCE WITH THE IMPLEMENTATION OF PERSONAL IT SUPPORT FOR TEACHERS IN TEACHING, RESEARCH, PUBLISHING AND E-LEARNING USING …",1,2022,EDULEARN22 …,library.iated.org,https://library.iated.org/view/SVETSKY2022EXP
"A Huerga, U Aguilera, A Almeida, ...",A Quantum Computing Approach to Human Behavior Prediction,1,2022,2022 7th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9854257/
"S Chen, Y Liu, R Lu, Y Zhou, YC Lee, ...","” Mirror, Mirror, on the Wall”-Promoting Self-Regulated Learning using Affective States Recognition via Facial Movements",1,2022,Designing Interactive …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3532106.3533500
"MBA Barrett, C MI, J Liebowitz Ph D",Episode 1: Knowledge Management and Analytics with Dr. Jay Liebowitz,1,2022,,scholarship.shu.edu,https://scholarship.shu.edu/library-podcast-zetforward/1/
"A Batuchina, D Baziukė, J Melnikova, G Šmitienė, ...",Dirbtinis intelektas edukacijoje: integravimo galimybių teorinė analizė,1,2022,Regional formation and …,vb.ku.lt,https://vb.ku.lt/object/elaba:137319522/
"JM Marquès, L Calvet, M Arguedas, ...","Using a Notification, Recommendation and Monitoring System to Improve Interaction in an Automated Assessment Tool: An Analysis of Students' Perceptions",1,2022,… Journal of Human …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/10447318.2021.1938400
"MJ Sá, S Serpa, CM Ferreira",Citizen Science in the Promotion of Sustainability: The Importance of Smart Education for Smart Societies,1,2022,Sustainability,mdpi.com,https://www.mdpi.com/article/10.3390/su14159356
"C Boechat, C Mont'Alvão",Os processos de aprendizagem e avaliação tecnológica pensam nas pessoas? Uma abordagem de Design Centrado no Ser Humano sobre a EdTech,1,2022,Educação,periodicos.ufsm.br,https://periodicos.ufsm.br/reveducacao/article/view/56345
CÇ EKİN,EĞİTİMDE YAPAY ZEKA UYGULAMALARI VE ZEKİ ÖĞRETİM SİSTEMLERİ,1,2022,Eğitimde Dijitalleşme Ve Yeni Yaklaşımlar,books.google.com,https://books.google.com/books?hl=en&lr=&id=PBBkEAAAQBAJ&oi=fnd&pg=PA37&dq=%22learning+analytics%22+%22human+centered%22&ots=oJ5M0Ono8M&sig=xAJLp1YqBasiqtkCh3pkMBt8PqA
VR Lee,Learning sciences and learning engineering: A natural or artificial distinction?,1,2022,Journal of the Learning Sciences,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/10508406.2022.2100705
"D Shi, J Zhou, D Wang, X Wu","Research Status, Hotspots, and Evolutionary Trends of Intelligent Education from the Perspective of Knowledge Graph",1,2022,Sustainability,mdpi.com,https://www.mdpi.com/article/10.3390/su141710934
"J Nasir, B Bruno, M Chetouani, P Dillenbourg",A Speech-based Productive Engagement Metric for Real-time Human-Robot Interaction in Collaborative Educational Contexts,1,2022,,infoscience.epfl.ch,https://infoscience.epfl.ch/record/294035
R Bass,Coda: A wicked problems mindset for educational development,1,2022,To Improve the Academy: A Journal of …,journals.publishing.umich.edu,https://journals.publishing.umich.edu/tia/article/id/2373/download/pdf/
"D Tennakoon, AU Usmani, A Vasileiou, ...",TEACHING EARTH SYSTEMS BEYOND THE CLASSROOM: DEVELOPING A MIXED REALITY (XR) SANDBOX,1,2022,2022 ASEE Annual …,peer.asee.org,https://peer.asee.org/teaching-earth-systems-beyond-the-classroom-developing-a-mixed-reality-xr-sandbox
"Y Hong, A Nguyen, B Dang, ...",Data Ethics Framework for Artificial Intelligence in Education (AIED),1,2022,… on Advanced Learning …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9853807/
"Y Goda, T Takabayashi, K Suzuki",Impact of the COVID-19 Pandemic on Education in Japan and the Role of the Japan Society for Educational Technology,1,2022,Global Perspectives on …,library.oapen.org,https://library.oapen.org/bitstream/handle/20.500.12657/57916/978-3-030-99634-5.pdf?sequence=1#page=273
"O Viberg, Å Grönlund",Desperately seeking the impact of learning analytics in education at scale: Marrying data analysis with teaching and learning,1,2021,Online learning analytics,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003194620-2/desperately-seeking-impact-learning-analytics-education-scale-olga-viberg-%C3%A5ke-gr%C3%B6nlund
"AF Wise, JP Sarmiento, M Boothe Jr",Subversive learning analytics,1,2021,… International Learning Analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3448139.3448210
"A van Leeuwen, SD Teasley, ...",Teacher and student facing learning analytics,1,2021,… of learning analytics,solaresearch.org,https://solaresearch.org/wp-content/uploads/hla22/HLA22_Chapter_13_VanLeeuwen.pdf
SJH Yang,Guest Editorial: Precision Education-A New Challenge for AI in Education.,1,2021,Journal of Educational Technology & Society,search.ebscohost.com,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=11763647&AN=148500988&h=vwWubDOOzf5Q7mm9HgvDqNwF6b%2BYhRvUPb7vvJkYewL98NoLRN1%2BSRddWS4vd%2FEpFtYn0vpn7FC06K9KQM27%2FQ%3D%3D&crl=c
"KN McWilliams, K Herrick, KB Runyon, ...",Designing for Insights: An Evidenced-Centered Approach to Learning Analytics,1,2021,… Learning Analytics,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003194620-3/designing-insights-kara-mcwilliams-kristen-herrick-becca-runyon-andreas-oranje
R Dyer,Visualizing Your Visualizations: The Role of Meta-visualization in Learning Analytics,1,2021,Visualizations and Dashboards for Learning Analytics,Springer,https://link.springer.com/chapter/10.1007/978-3-030-81222-5_8
"O Karademir, A Ahmad, J Schneider, DD Mitri, ...",Designing the Learning Analytics Cockpit-A Dashboard that Enables Interventions,1,2021,… in Methodologies and …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-86618-1_10
"M Sahin, D Ifenthaler",Visualizations and Dashboards for Learning Analytics,1,2021,,Springer,https://link.springer.com/content/pdf/10.1007/978-3-030-81222-5.pdf
"MA Chatti, V Yücepur, A Muslim, M Guesmi, ...",Designing Theory-Driven Analytics-Enhanced Self-Regulated Learning Applications,1,2021,… for Learning Analytics,Springer,https://link.springer.com/chapter/10.1007/978-3-030-81222-5_3
J Liebowitz,Online Learning Analytics,1,2021,,books.google.com,https://books.google.com/books?hl=en&lr=&id=PapHEAAAQBAJ&oi=fnd&pg=PP1&dq=%22learning+analytics%22+%22human+centered%22&ots=7X7CJ34311&sig=SjmEj2a_D4GVI5mpNRPuEqv6b9g
"D Hernández-Leo, É Lavoué, ML Bote-Lorenzo, ...",LA4SLE workshop: Learning analytics for smart learning environments,1,2021,,ceur-ws.org,http://ceur-ws.org/Vol-3024/preface.pdf
"MS Abdelgalil, S López-Pernas",Idiographic learning analytics: A single student (N= 1) approach using psychological networks,1,2021,… Science in Learning Analytics …,diva-portal.org,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1643229
"O Viberg, R Glassey, O Bälter, D Spikol",Nordic Learning Analytics (Summer) Institute 2021,1,2021,Nordic Learning Analytics …,diva-portal.org,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1604230
"F Ahmed, F Zimmer, M Schwind",The Influence of Online Studies and Information using Learning Analytics,1,2021,International Journal of Computer …,academia.edu,https://www.academia.edu/download/69606939/01_Paper_01082101_IJCSIS_Camera_Ready_pp1_8.pdf
"RS Baker, D Gašević, S Karumbaiah",Four paradigms in learning analytics: Why paradigm convergence matters,1,2021,Computers and Education: Artificial …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2666920X21000151
"J Ahn, H Nguyen, F Campos, W Young",Transforming everyday information into practical analytics with crowdsourced assessment tasks,1,2021,… International Learning Analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3448139.3448146
"J Goodell, A Kessler, ME Wiltrout, M Avello",Learning Engineering@ Scale,1,2021,Proceedings of the Eighth …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3430895.3460875
E Gabbi,La sfida dei Learning analytics per gli insegnanti tra ambienti digitali di apprendimento e competenze professionali,1,2021,… . Rivista internazionale di Scienze dell'educazione …,ojs.pensamultimedia.it,https://ojs.pensamultimedia.it/index.php/siref/article/view/4912
"C Piech, A Malik, K Jue, M Sahami",Code in place: Online section leading for scalable human-centered learning,1,2021,Proceedings of the 52nd ACM …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3408877.3432562
